exam_id,professor,course,term,exam_no,q_no,points,concept,stem
"233_F17_E2","Osbourn","CHEM 233","F17","2","6",2,"conformations","Which is the least stable chair conformation."
"233_F17_E2","Osbourn","CHEM 233","F17","2","7",2,"stereochemistry","Definition and properties of a racemic mixture."
"233_F17_E2","Osbourn","CHEM 233","F17","2","8",2,"stereochemistry","Determine R/S configuration at a chiral center."
"233_F17_E2","Osbourn","CHEM 233","F17","2","9",2,"IMF","Which molecules can hydrogen bond with water."
"233_F17_E2","Osbourn","CHEM 233","F17","2","10",2,"stereochemistry","Which compounds contain cis substituents."
"233_F17_E2","Osbourn","CHEM 233","F17","2","11",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F17_E2","Osbourn","CHEM 233","F17","2","12",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F17_E2","Osbourn","CHEM 233","F17","2","13",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F17_E2","Osbourn","CHEM 233","F17","2","14",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F17_E2","Osbourn","CHEM 233","F17","2","15",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F17_E2","Osbourn","CHEM 233","F17","2","16",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F17_E2","Osbourn","CHEM 233","F17","2","17",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F17_E2","Osbourn","CHEM 233","F17","2","18",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F17_E2","Osbourn","CHEM 233","F17","2","19",12,"nomenclature","IUPAC names for four compounds (include R/S for structures c and d)."
"233_F17_E2","Osbourn","CHEM 233","F17","2","20a",3,"conformations","Convert structure to Newman projection (C2-C3 bond)."
"233_F17_E2","Osbourn","CHEM 233","F17","2","20b",3,"stereochemistry","Convert structure to Fischer projection."
"233_F17_E2","Osbourn","CHEM 233","F17","2","21",5,"conformations","Draw both chair conformations with CH3 on indicated carbon; circle lowest energy conformation."
"233_F17_E2","Osbourn","CHEM 233","F17","2","22",3,"conformations","Draw chair cyclohexane: axial CH3 at C2, OH with R-configuration at C1, Br trans to OH at C4."
"233_F17_E2","Osbourn","CHEM 233","F17","2","23",4,"mechanisms","Circle most nucleophilic atom/bond and most electrophilic atom in given molecules."
"233_F17_E2","Osbourn","CHEM 233","F17","2","24a",3,"mechanisms","Add curved arrows and identify electron flow pattern (nucleophilic attack)."
"233_F17_E2","Osbourn","CHEM 233","F17","2","24b",3,"mechanisms","Add curved arrows and identify electron flow pattern (loss of leaving group)."
"233_F17_E2","Osbourn","CHEM 233","F17","2","24c",3,"mechanisms","Add curved arrows and identify electron flow pattern (proton transfer)."
"233_F17_E2","Osbourn","CHEM 233","F17","2","25a",1,"carbocations","Show carbocation rearrangement product (1,2-hydride or methyl shift)."
"233_F17_E2","Osbourn","CHEM 233","F17","2","25b",1,"carbocations","Show second carbocation rearrangement product."
"233_F17_E2","Osbourn","CHEM 233","F17","2","26",3,"conformations","Rank four conformations from most to least stable."
"233_F17_E2","Osbourn","CHEM 233","F17","2","27",3,"stereochemistry","Identify every chiral center in cholesterol with an asterisk."
"233_F17_E2","Osbourn","CHEM 233","F17","2","28a",4,"stereochemistry","Count chiral centers, stereocenters, and max stereoisomers; classify as chiral/achiral/meso (structure A)."
"233_F17_E2","Osbourn","CHEM 233","F17","2","28b",4,"stereochemistry","Count chiral centers, stereocenters, and max stereoisomers; classify as chiral/achiral/meso (structure B)."
"233_F17_E2","Osbourn","CHEM 233","F17","2","29a",2,"stereochemistry","Draw the enantiomer of the given molecule."
"233_F17_E2","Osbourn","CHEM 233","F17","2","29b",2,"stereochemistry","Draw a diastereomer of the given molecule."
"233_F17_E2","Osbourn","CHEM 233","F17","2","29c",2,"stereochemistry","Draw an achiral stereoisomer of the given molecule."
"233_F17_E2","Osbourn","CHEM 233","F17","2","30",3,"stereochemistry","Determine if a non-racemic mixture (10g + and 5g - tartaric acid) is optically active and explain."
"233_S17_E2","Osbourn","CHEM 233","S17","2","1",2,"conformations","Which is the most stable chair conformation for the given compound."
"233_S17_E2","Osbourn","CHEM 233","S17","2","2",2,"stereochemistry","Determine R/S configuration at a chiral center."
"233_S17_E2","Osbourn","CHEM 233","S17","2","3",2,"stereochemistry","Maximum number of stereoisomers for the given compound."
"233_S17_E2","Osbourn","CHEM 233","S17","2","4",2,"thermodynamics","Which combination of delta-H and delta-S leads to the most exergonic reaction."
"233_S17_E2","Osbourn","CHEM 233","S17","2","5",2,"mechanisms","Which partial mechanism shows correct curved arrows."
"233_S17_E2","Osbourn","CHEM 233","S17","2","6",2,"mechanisms","Identify mechanistic step(s) shown (proton transfer, nucleophilic attack, loss of leaving group)."
"233_S17_E2","Osbourn","CHEM 233","S17","2","7",2,"conformations","Identify the anti conformation in Newman projections."
"233_S17_E2","Osbourn","CHEM 233","S17","2","8",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_S17_E2","Osbourn","CHEM 233","S17","2","9",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_S17_E2","Osbourn","CHEM 233","S17","2","10",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_S17_E2","Osbourn","CHEM 233","S17","2","11",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_S17_E2","Osbourn","CHEM 233","S17","2","12",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S17_E2","Osbourn","CHEM 233","S17","2","13",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S17_E2","Osbourn","CHEM 233","S17","2","14",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S17_E2","Osbourn","CHEM 233","S17","2","15",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S17_E2","Osbourn","CHEM 233","S17","2","16a",3,"nomenclature","IUPAC name for a bicyclic compound."
"233_S17_E2","Osbourn","CHEM 233","S17","2","16b",3,"nomenclature","IUPAC name for Fischer projection with R/S assignment."
"233_S17_E2","Osbourn","CHEM 233","S17","2","17a",1,"stereochemistry","Label alkene as E, Z, or neither."
"233_S17_E2","Osbourn","CHEM 233","S17","2","17b",1,"stereochemistry","Label alkene as E, Z, or neither."
"233_S17_E2","Osbourn","CHEM 233","S17","2","17c",1,"stereochemistry","Label alkene as E, Z, or neither."
"233_S17_E2","Osbourn","CHEM 233","S17","2","18",4,"stereochemistry","Convert structure to Fischer projection and draw its enantiomer."
"233_S17_E2","Osbourn","CHEM 233","S17","2","19a",1,"unsaturation","Calculate degree of unsaturation for a given structure."
"233_S17_E2","Osbourn","CHEM 233","S17","2","19b",1,"unsaturation","Calculate degree of unsaturation for a second structure."
"233_S17_E2","Osbourn","CHEM 233","S17","2","19c",1,"unsaturation","Calculate degree of unsaturation for C6H12."
"233_S17_E2","Osbourn","CHEM 233","S17","2","19d",1,"unsaturation","Calculate degree of unsaturation for C5H13NO."
"233_S17_E2","Osbourn","CHEM 233","S17","2","20a",1,"conformations","Label major strain forms in the first conformation."
"233_S17_E2","Osbourn","CHEM 233","S17","2","20b",1,"conformations","Label major strain forms in the second conformation."
"233_S17_E2","Osbourn","CHEM 233","S17","2","20c",1,"conformations","Label major strain forms in the third conformation."
"233_S17_E2","Osbourn","CHEM 233","S17","2","21",4,"conformations","Convert molecule to Newman projection viewing along the indicated bond."
"233_S17_E2","Osbourn","CHEM 233","S17","2","22a",3,"conformations","Draw highest energy Newman projection about C1-C2 bond of 1-bromopropane."
"233_S17_E2","Osbourn","CHEM 233","S17","2","22b",1,"conformations","Calculate Br/CH3 eclipse energy cost from given total energy."
"233_S17_E2","Osbourn","CHEM 233","S17","2","23",5,"conformations","Draw both chair conformations with CH3 on indicated carbon; circle lowest energy."
"233_S17_E2","Osbourn","CHEM 233","S17","2","24",2,"conformations","Draw chair: axial OH at C1, equatorial CH3 at C5, Br trans to CH3 at C2."
"233_S17_E2","Osbourn","CHEM 233","S17","2","25a",2,"carbocations","Predict carbocation rearrangement product by electron tracking."
"233_S17_E2","Osbourn","CHEM 233","S17","2","25b",2,"carbocations","Predict product from carbocation and nucleophile."
"233_S17_E2","Osbourn","CHEM 233","S17","2","25c",2,"carbocations","Predict product from alkyl chloride."
"233_S17_E2","Osbourn","CHEM 233","S17","2","26a",3,"mechanisms","Label mechanistic step as nucleophilic attack, proton transfer, loss of leaving group, or rearrangement."
"233_S17_E2","Osbourn","CHEM 233","S17","2","26b",3,"mechanisms","Label mechanistic step as nucleophilic attack, proton transfer, loss of leaving group, or rearrangement."
"233_S17_E2","Osbourn","CHEM 233","S17","2","26c",3,"mechanisms","Label mechanistic step as nucleophilic attack, proton transfer, loss of leaving group, or rearrangement."
"233_S17_E2","Osbourn","CHEM 233","S17","2","27a",1,"mechanisms","Determine if indicated atom acts as nucleophile, electrophile, or both."
"233_S17_E2","Osbourn","CHEM 233","S17","2","27b",1,"mechanisms","Determine if indicated atom acts as nucleophile, electrophile, or both."
"233_S17_E2","Osbourn","CHEM 233","S17","2","27c",1,"mechanisms","Determine if indicated atom acts as nucleophile, electrophile, or both."
"233_S17_E2","Osbourn","CHEM 233","S17","2","28",4,"carbocations","Show two different rearrangement products; circle the preferred product."
"233_S17_E2","Osbourn","CHEM 233","S17","2","29",1,"thermodynamics","Determine the sign of delta-S for the given reaction."
"233_S17_E2","Osbourn","CHEM 233","S17","2","30a",3,"stereochemistry","Maximum number of stereoisomers for ephedrine."
"233_S17_E2","Osbourn","CHEM 233","S17","2","30b",3,"stereochemistry","Draw the 1R,2S stereoisomer of ephedrine."
"233_S17_E2","Osbourn","CHEM 233","S17","2","30c",3,"stereochemistry","Draw the enantiomer of the stereoisomer from part b."
"233_S17_E2","Osbourn","CHEM 233","S17","2","30d",3,"stereochemistry","Draw a diastereomer of the stereoisomer from part b."
"233_S17_E2","Osbourn","CHEM 233","S17","2","30e",3,"stereochemistry","Explain what racemic ephedrine contains."
"233_S17_E2","Osbourn","CHEM 233","S17","2","31",4,"stereochemistry","Draw optically active and optically inactive stereoisomers for the given compound."
"233_S17_E2","Osbourn","CHEM 233","S17","2","32",3,"stereochemistry","Identify every chiral center in Vitamin D with an asterisk."
"233_S17_E2","Osbourn","CHEM 233","S17","2","33",2,"stereochemistry","Draw the enantiomer of the given chair cyclohexane in chair form."
"233_S18_E2","Osbourn","CHEM 233","S18","2","1",2,"IMF","Arrange four compounds in order of increasing boiling point."
"233_S18_E2","Osbourn","CHEM 233","S18","2","2",2,"IMF","Which molecule is most soluble in water."
"233_S18_E2","Osbourn","CHEM 233","S18","2","3",2,"conformations","Which molecule contains only ring and torsional strain."
"233_S18_E2","Osbourn","CHEM 233","S18","2","4",2,"conformations","Which is the most stable chair conformation."
"233_S18_E2","Osbourn","CHEM 233","S18","2","5",2,"stereochemistry","Determine R/S configuration at a chiral center (or identify none)."
"233_S18_E2","Osbourn","CHEM 233","S18","2","6",2,"IMF","Which molecules can hydrogen bond with water."
"233_S18_E2","Osbourn","CHEM 233","S18","2","7",2,"conformations","Which mono-substituted cyclohexane has highest percentage equatorial at room temperature."
"233_S18_E2","Osbourn","CHEM 233","S18","2","8",2,"stereochemistry","Determine R/S configuration at a chiral center (or identify none)."
"233_S18_E2","Osbourn","CHEM 233","S18","2","9",2,"conformations","Which chair conformation has cis substituents."
"233_S18_E2","Osbourn","CHEM 233","S18","2","10",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_S18_E2","Osbourn","CHEM 233","S18","2","11",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_S18_E2","Osbourn","CHEM 233","S18","2","12",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_S18_E2","Osbourn","CHEM 233","S18","2","13",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_S18_E2","Osbourn","CHEM 233","S18","2","14",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S18_E2","Osbourn","CHEM 233","S18","2","15",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S18_E2","Osbourn","CHEM 233","S18","2","16",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S18_E2","Osbourn","CHEM 233","S18","2","17",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S18_E2","Osbourn","CHEM 233","S18","2","18",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_S18_E2","Osbourn","CHEM 233","S18","2","19a",3,"nomenclature","IUPAC name for branched compound with Cl."
"233_S18_E2","Osbourn","CHEM 233","S18","2","19b",3,"nomenclature","IUPAC name for cyclopentane with F substituent."
"233_S18_E2","Osbourn","CHEM 233","S18","2","19c",3,"nomenclature","IUPAC name for compound with Cl and stereochemistry assignment."
"233_S18_E2","Osbourn","CHEM 233","S18","2","19d",3,"nomenclature","Draw structure for trans-1-tert-butyl-3-cyclopropylcyclobutane from name."
"233_S18_E2","Osbourn","CHEM 233","S18","2","20a",2,"conformations","Draw Newman projection viewing along C3-C4 bond."
"233_S18_E2","Osbourn","CHEM 233","S18","2","20b",2,"conformations","Draw eclipsed conformation with Cl and CH3 eclipsed."
"233_S18_E2","Osbourn","CHEM 233","S18","2","20c",2,"stereochemistry","Stereochemical configuration at C3."
"233_S18_E2","Osbourn","CHEM 233","S18","2","20d",2,"stereochemistry","Stereochemical configuration at C4."
"233_S18_E2","Osbourn","CHEM 233","S18","2","21a",3,"conformations","Draw chair with cis bromine atoms on C1 and C2."
"233_S18_E2","Osbourn","CHEM 233","S18","2","21b",3,"nomenclature","Draw C6H12O with five-membered ring, tertiary alcohol, and primary carbon."
"233_S18_E2","Osbourn","CHEM 233","S18","2","22",6,"conformations","Draw both chair conformations with OH on indicated carbon; circle lowest energy."
"233_S18_E2","Osbourn","CHEM 233","S18","2","23",3,"conformations","Draw chair: equatorial CH3 at C6, axial OH at C4, Br cis to CH3 at C1."
"233_S18_E2","Osbourn","CHEM 233","S18","2","24a",7,"conformations","Draw highest energy Newman projection about C2-C3 bond of 2,3-dimethylbutane."
"233_S18_E2","Osbourn","CHEM 233","S18","2","24b",7,"conformations","Draw lowest energy Newman projection about C2-C3 bond of 2,3-dimethylbutane."
"233_S18_E2","Osbourn","CHEM 233","S18","2","24c",7,"conformations","Calculate energy difference between highest and lowest energy conformations."
"233_S18_E2","Osbourn","CHEM 233","S18","2","24d",7,"conformations","Identify the most stable conformation."
"233_S18_E2","Osbourn","CHEM 233","S18","2","25",4,"conformations","Match four butane conformations to appropriate energy positions on an energy diagram."
"233_S18_E2","Osbourn","CHEM 233","S18","2","26",6,"isomers","Draw four constitutional isomers of C6H14 in addition to hexane; circle one secondary and one quaternary carbon."
"233_S18_E2","Osbourn","CHEM 233","S18","2","27",3,"stereochemistry","Identify every chiral center in Vitamin D2 with an asterisk."
"233_S18_E2","Osbourn","CHEM 233","S18","2","28a",9,"stereochemistry","Identify every chiral center with asterisk in complex molecule."
"233_S18_E2","Osbourn","CHEM 233","S18","2","28b",1,"stereochemistry","Maximum possible number of stereoisomers (bonus)."
"233_S18_E2","Osbourn","CHEM 233","S18","2","28c",9,"stereochemistry","Draw a chiral stereoisomer."
"233_S18_E2","Osbourn","CHEM 233","S18","2","28d",9,"stereochemistry","Draw the enantiomer of the stereoisomer from part c."
"233_S18_E2","Osbourn","CHEM 233","S18","2","28e",9,"stereochemistry","Draw an achiral stereoisomer."
"233_S18_E2","Osbourn","CHEM 233","S18","2","28f",9,"stereochemistry","Draw a diastereomer of the stereoisomer from part e."
"233_S18_E2","Osbourn","CHEM 233","S18","2","29",3,"stereochemistry","Draw the enantiomer of a chiral molecule without chiral centers and explain the chirality basis (bonus)."
"233_F16_E2","Osbourn","CHEM 233","F16","2","1",2,"conformations","Cyclopropane: which strain type is least significant."
"233_F16_E2","Osbourn","CHEM 233","F16","2","2",2,"conformations","Bicyclic alkenes: arrange by increasing stability."
"233_F16_E2","Osbourn","CHEM 233","F16","2","3",2,"carbocations","Which carbocation is most likely to undergo a hydride shift."
"233_F16_E2","Osbourn","CHEM 233","F16","2","4",2,"stereochemistry","Maximum number of stereoisomers for compound with multiple stereocenters."
"233_F16_E2","Osbourn","CHEM 233","F16","2","5",2,"stereochemistry","Identify the false statement about stereochemistry."
"233_F16_E2","Osbourn","CHEM 233","F16","2","6",2,"conformations","Most stable chair conformation of cis-1-ethyl-2-methylcyclohexane."
"233_F16_E2","Osbourn","CHEM 233","F16","2","7",2,"unsaturation","Which molecule does NOT have 5 degrees of unsaturation."
"233_F16_E2","Osbourn","CHEM 233","F16","2","8",2,"conformations","Which cyclohexane substituent has the greatest percentage in axial position."
"233_F16_E2","Osbourn","CHEM 233","F16","2","9",2,"conformations","Which Newman projection has a 60-degree dihedral angle between methyl groups."
"233_F16_E2","Osbourn","CHEM 233","F16","2","10",2,"mechanisms","Most endergonic step in alkene + HBr addition reaction."
"233_F16_E2","Osbourn","CHEM 233","F16","2","11",2,"stereochemistry","Determine R/S configuration at a chiral center."
"233_F16_E2","Osbourn","CHEM 233","F16","2","12",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F16_E2","Osbourn","CHEM 233","F16","2","13",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F16_E2","Osbourn","CHEM 233","F16","2","14",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F16_E2","Osbourn","CHEM 233","F16","2","15",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F16_E2","Osbourn","CHEM 233","F16","2","16",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F16_E2","Osbourn","CHEM 233","F16","2","17",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F16_E2","Osbourn","CHEM 233","F16","2","18",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F16_E2","Osbourn","CHEM 233","F16","2","19",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F16_E2","Osbourn","CHEM 233","F16","2","20",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F16_E2","Osbourn","CHEM 233","F16","2","21",9,"nomenclature","IUPAC names with R,S,E,Z designations for three structures."
"233_F16_E2","Osbourn","CHEM 233","F16","2","22",3,"conformations","Draw chair structure of (1S,3S)-1-bromo-3-chlorocyclohexane."
"233_F16_E2","Osbourn","CHEM 233","F16","2","23",6,"stereochemistry","Fischer projection: assign R/S, draw enantiomer and diastereomer."
"233_F16_E2","Osbourn","CHEM 233","F16","2","24",4,"unsaturation","Calculate degree of unsaturation for four molecular formulas/structures."
"233_F16_E2","Osbourn","CHEM 233","F16","2","25",4,"conformations","Newman projections: draw highest and lowest energy conformations with energy calculations."
"233_F16_E2","Osbourn","CHEM 233","F16","2","26",3,"reactions","Predict major product of cyclopentene + HBr."
"233_F16_E2","Osbourn","CHEM 233","F16","2","27",5,"mechanisms","Draw full electron-pushing mechanism for cyclopentene + HBr (Q26)."
"233_F16_E2","Osbourn","CHEM 233","F16","2","28",4,"mechanisms","Draw energy diagram (reaction coordinate) for the cyclopentene + HBr reaction."
"233_F16_E2","Osbourn","CHEM 233","F16","2","29",4,"stereochemistry","Count chiral centers and stereocenters for two molecules."
"233_F16_E2","Osbourn","CHEM 233","F16","2","30",5,"conformations","Draw both chair conformations; identify lowest energy."
"233_F16_E2","Osbourn","CHEM 233","F16","2","31",6,"stereochemistry","Draw three stereoisomers of 1,2-dibromocyclopentane."
"233_F16_E2","Osbourn","CHEM 233","F16","2","32",4,"mechanisms","Draw curved arrows; identify electron flow pattern."
"233_F16_E2","Osbourn","CHEM 233","F16","2","33",3,"conformations","Draw chair conformation meeting specific stereochemical criteria."
"233_F16_E2","Osbourn","CHEM 233","F16","2","34",2,"stereochemistry","Explain chirality of allene without chiral centers (bonus)."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","1",2,"nomenclature","IUPAC naming: C#1 designation in cyclic molecules."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","2",2,"mechanisms","Energy diagrams: identify endergonic reaction with two intermediates."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","3",2,"nomenclature","IUPAC nomenclature with E/Z and R/S stereochemical designation."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","4",2,"stereochemistry","Fischer projections: identify identical projections (select all that apply)."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","5",2,"stereochemistry","Optical rotation relationships: evaluate multiple statements."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","6",2,"conformations","Chair conformation: LEAST stable of cis-1-isopropyl-4-methylcyclohexane."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","7",2,"conformations","Ring flip: identify correct conformation after ring flip."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","8",2,"mechanisms","Nucleophile/electrophile classification of three indicated atoms."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","9",2,"carbocations","Carbocation rearrangement: which will rearrange (select all that apply)."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","10",2,"stereochemistry","Count chiral centers and stereocenters for compound with Br and OH groups."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","11",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","12",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","13",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","14",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","15",2,"stereochemistry","Determine if molecule is chiral, achiral, or meso."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","16",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","17",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","18",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","19",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","20",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","21",2,"stereochemistry","Determine if two structures are identical, constitutional isomers, enantiomers, or diastereomers."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","22",9,"nomenclature","IUPAC names with R,S,E,Z designations for three structures."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","23",4,"stereochemistry","Convert to Fischer projection; determine R/S at chiral centers."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","24",3,"conformations","Draw chair with specific stereochemical criteria (axial/equatorial groups)."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","25",6,"stereochemistry","E/Z determination: classify three alkenes as E, Z, or neither."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","26",3,"unsaturation","Calculate degree of unsaturation for three structures/formulas."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","27",8,"mechanisms","Draw missing curved arrows or products for four reactions."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","28",5,"conformations","Draw both chair conformations; identify lowest energy."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","29",3,"stereochemistry","Identify chiral centers with asterisks in complex molecule."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","30",3,"mechanisms","Label mechanistic steps (nucleophilic attack/loss of LG/proton transfer/rearrangement)."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","31",4,"mechanisms","Draw energy diagram with SM, Int1, Int2, P labeled."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","32",6,"stereochemistry","Stereoisomers of 1-bromo-2,3-dichlorocyclohexane: max number, draw enantiomer and diastereomer."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","33",2,"stereochemistry","Draw achiral stereoisomer of 1,2,3-tribromocyclohexane."
"233_F18_E2G","Osbourn","CHEM 233","F18","2","34",2,"conformations","Explain torsional strain in cyclopropane."
"233_S18_E3","Osbourn","CHEM 233","S18","3","1",2,"reactions","How many and what kind of products from alkene + HCl addition."
"233_S18_E3","Osbourn","CHEM 233","S18","3","2",2,"unsaturation","Count degrees of unsaturation in C8H11NOBr2."
"233_S18_E3","Osbourn","CHEM 233","S18","3","3",2,"stereochemistry","Determine E/Z configuration for two alkenes."
"233_S18_E3","Osbourn","CHEM 233","S18","3","4",2,"reactions","Which alkene reacts fastest with H2/Pd/C (hydrogenation rate)."
"233_S18_E3","Osbourn","CHEM 233","S18","3","5",2,"stereochemistry","Correct description of optically inactive mixture (racemic/achiral/enantiomer mix)."
"233_S18_E3","Osbourn","CHEM 233","S18","3","6",2,"unsaturation","Degree of unsaturation in an indole-like structure."
"233_S18_E3","Osbourn","CHEM 233","S18","3","7",2,"mechanisms","Count intermediates from a reaction coordinate diagram."
"233_S18_E3","Osbourn","CHEM 233","S18","3","8",2,"stereochemistry","Count chiral centers and stereocenters in a bridged cyclopentane."
"233_S18_E3","Osbourn","CHEM 233","S18","3","16",8,"nomenclature","IUPAC naming or structure drawing for four molecules."
"233_S18_E3","Osbourn","CHEM 233","S18","3","17",6,"stereochemistry","Fischer projection, enantiomer, and diastereomer drawing."
"233_S18_E3","Osbourn","CHEM 233","S18","3","18",7,"reactions","Tautomerization: draw tautomer and mechanism with electron flow."
"233_S18_E3","Osbourn","CHEM 233","S18","3","19",12,"reactions","Predict products for six reactions with stereochemistry where indicated."
"233_S18_E3","Osbourn","CHEM 233","S18","3","20",13,"mechanisms","Multi-step mechanism for HCl addition with rearrangement: product, intermediates, curved arrows, electron flow patterns, and energy diagram."
"233_S18_E3","Osbourn","CHEM 233","S18","3","21",5,"carbocations","Explain trend in stability of primary/secondary/tertiary carbocations."
"233_S18_E3","Osbourn","CHEM 233","S18","3","22",4,"carbocations","Draw rearrangement products for two carbocations."
"233_S18_E3","Osbourn","CHEM 233","S18","3","23",5,"synthesis","Synthetic route from acetylene to cis-2-pentene."
"233_S18_E3","Osbourn","CHEM 233","S18","3","24",4,"mechanisms","Draw electron flow for two reactions (alkyne addition and hydroboration)."
"233_F18_E3G","Osbourn","CHEM 233","F18","3","1",2,"reactions","Bromonium ion identification: structure recognition."
"233_F18_E3G","Osbourn","CHEM 233","F18","3","2",2,"reactions","Hydroboration vs HBr addition: compare products (True/False)."
"233_F18_E3G","Osbourn","CHEM 233","F18","3","3",2,"reactions","Alkene addition: number and type of products."
"233_F18_E3G","Osbourn","CHEM 233","F18","3","4",2,"reactions","Alkene stability ranking: least and most stable."
"233_F18_E3G","Osbourn","CHEM 233","F18","3","5",2,"reactions","Reaction mechanism statements: identify incorrect statement."
"233_F18_E3G","Osbourn","CHEM 233","F18","3","6",2,"reactions","Alkyne alkylation: which compounds react with NaNH2/CH3I."
"233_F18_E3G","Osbourn","CHEM 233","F18","3","7",2,"reactions","HBr addition to alkene: major product identification."
"233_F18_E3G","Osbourn","CHEM 233","F18","3","8",2,"reactions","Alkane to alkene conversion: industrial process name."
