id,name,reagents,tier,decision_q,choiceA,choiceA_correct,choiceB,choiceB_correct,choiceC,choiceC_correct,choiceD,choiceD_correct,prod_type,prod_c1,prod_c2,prod_stereo,rule,trap_id,firstMove,shortcut,whyTrapTempting,smiles
e2_elimination_stereospecific_1,E2 Elimination Stereospecificity with NaOH,NaOH,predict,"A molecule with Br and OMe on adjacent carbons (with specific stereochemistry: Br Me on one carbon, OMe Me on adjacent carbon, with Ph group and H) undergoes E2 with NaOH. Which alkene is the major product?","(E)-1-methoxy-1,2-dimethyl-2-phenylethylene (Ph, Me, OMe, Me all on C=C, E configuration)",true,(Z)-isomer of the same alkene,false,Elimination does not occur; substitution gives an ether instead,false,Hofmann product (least substituted alkene),false,,Ph-C(CH3)=C(CH3)-OMe,,E2 is anti-periplanar; specific E/Z determined by which H is anti to Br,"E2 requires anti-periplanar H and leaving group. The answer shows the product is a trisubstituted alkene with Ph, two Me groups, and OMe. The handwritten answer shows Ph-C(CH3)=C(CH3)-OMe, which is the Zaitsev-like most substituted product formed by anti-periplanar elimination.",e2_syn_periplanar_trap,Identify anti-periplanar H relative to Br using the 3D structure; E2 is stereospecific,E2 = anti-periplanar geometry required; the H that is anti to Br is the one that leaves,"Students pick the Z-isomer or forget that E2 is stereospecific, predicting either isomer randomly",
c4h8_alkene_isomers_count_1,How Many Alkene Isomers Does C4H8 Have?,,recognise,The molecular formula C4H8 reacts with H2/Pt to give C4H10. This confirms it is an alkene (degree of unsaturation = 1). How many distinct alkene isomers (including stereoisomers) are possible?,"4 (1-butene, (E)-2-butene, (Z)-2-butene, 2-methylpropene)",true,"3 (1-butene, 2-butene, 2-methylpropene)",false,5 (including cyclobutane),false,2 (only 1-butene and 2-butene),false,,,,,"The exam answer confirms 4 alkene isomers: 1-butene (monosubstituted), (E)-2-butene, (Z)-2-butene (both disubstituted), and 2-methylpropene (disubstituted, no E/Z). The degree of unsaturation calculation EU=1 confirms it is an alkene (not cycloalkane, which is a separate isomer class).",forget_ez_trap,"List all possible carbon skeletons for C4 with one double bond, then check each for E/Z isomers",C4H8 alkenes: n-butene (two positions) + branched (one); 2-butene has E/Z = 4 total,Students count only constitutional isomers (3) and forget that (E)- and (Z)-2-butene are distinct stereoisomers,
cis_trans_naming_dibromoethene_1,"Cis/Trans Naming of 1,2-Dibromoethene Isomers",,recognise,"Two structures of 1,2-dibromoethene are shown. Structure A has H and Br on the same carbon on each side, with the two Br atoms on opposite sides of the double bond. Structure B has Br and Br on the same side. What are the correct cis/trans names?","A = trans-1,2-dibromoethene; B = cis-1,2-dibromoethene",true,"A = cis-1,2-dibromoethene; B = trans-1,2-dibromoethene",false,Both are the same compound; no cis/trans isomers exist for dibromoethene,false,"A = (E)-1,2-dibromoethene; B = (Z)-1,2-dibromoethene (cis/trans naming does not apply here)",false,,,,,"Structure A has H and Br on each carbon with the two Br on opposite sides = trans. Structure B has both Br on the same side = cis. The exam answer confirms A = trans, B = cis.",cis_trans_flip_trap,Focus on the highest-priority group (Br) on each carbon; if both Br are on same side = cis,Same groups same side = cis; same groups opposite sides = trans,"Students look at H instead of Br, or mix up which groups to compare, reversing the assignment",
ozonolysis_reverse_product_1,Identify Alkene from Ozonolysis Products,1. O3; 2. Me2S,reverse,"Ozonolysis (1. O3; 2. Me2S) of an unknown alkene gives two aldehyde fragments: MeCHO and MeCHO (i.e., two equivalents of acetaldehyde). What was the starting alkene?",(E)-2-butene or (Z)-2-butene,true,1-butene,false,2-methylpropene,false,"1,3-butadiene",false,cleave,acetaldehyde (CH3CHO),acetaldehyde (CH3CHO),,"Reductive ozonolysis (O3 then Me2S) cleaves C=C to give two carbonyl fragments. If both fragments are CH3CHO, reconnect: CH3CH=CHCH3 = 2-butene (E or Z). 1-butene would give HCHO + CH3CH2CHO.",ozonolysis_reverse_trap,Reconnect the two carbonyl carbons at the C=O position to reconstruct the alkene,Each aldehyde/ketone fragment contributes one carbon of the former double bond; join them C=C,Students forget to join the carbonyl carbons and instead try to identify from the full fragment structure,
ozonolysis_ketone_fragment_1,Identify Alkene from Ozonolysis Giving Ketone and Aldehyde,1. O3; 2. Me2S,reverse,Ozonolysis of a cyclic alkene gives the product MeC(=O)-CH2-CH2-CH(=O)Me (a diketone-dialdehyde linear chain). The exam image shows two ketone/aldehyde groups. What class of starting alkene gives this fragmentation pattern?,A cyclic alkene (ozonolysis of a ring opens the ring to give a single bifunctional chain),true,A linear diene (would give three fragments),false,A terminal alkene (would give formaldehyde as one fragment),false,An acyclic internal alkene (would give two separate fragments),false,cleave,linear dialdehyde/diketone chain,,,"When a cyclic alkene undergoes ozonolysis, the ring opens and both carbons of the C=C become carbonyl groups in the same molecule, giving a single linear bifunctional product. The specific product shown (Me-CO-CH2-CH2-CHO-Me) indicates the starting material was a substituted cyclopentene or similar.",cyclic_ozonolysis_trap,One product molecule from ozonolysis = must be cyclic starting material (ring opened),One bifunctional product from ozonolysis = cyclic alkene; two separate products = acyclic alkene,Students expect ozonolysis to always give two separate fragments and don't recognize cyclic alkene cleavage gives a single chain,
kmno4_oxidation_product_1,KMnO4 Oxidation Product Identification,KMnO4,predict,"A cyclic alkene is treated with cold, dilute KMnO4. What is the product and its stereochemistry?",syn-diol (cis-diol) via oxidative syn dihydroxylation,true,anti-diol (trans-diol) via anti addition,false,Carboxylic acids from oxidative cleavage,false,Epoxide via oxygen transfer,false,diol,cis-diol,,syn addition; both OH on same face,"Cold, dilute KMnO4 acts like OsO4 -- it forms a cyclic manganate ester delivering both oxygens syn. Hot, concentrated KMnO4 causes oxidative cleavage to carboxylic acids/ketones. The exam image shows KMnO4 cold (no delta) so the product is the syn-diol.",hot_kmno4_trap,Check conditions: cold/dilute KMnO4 = syn diol; hot/conc KMnO4 = cleavage,Cold KMnO4 = syn diol (like OsO4); hot KMnO4 = oxidative cleavage,"Students apply the hot KMnO4 (cleavage) rule to cold KMnO4 conditions, or reverse the stereochemistry",
zaitsev_e1_major_product_1,E1 Elimination: Zaitsev Major Product,"E1 conditions (heat, no strong base)",predict,"A tertiary alkyl bromide (bromocyclohexane ring with two methyl groups) undergoes E1 elimination. Three possible alkenes can form: a disubstituted (N), trisubstituted (O), and tetrasubstituted (P). Which is the major product?","Tetrasubstituted alkene P (most substituted, most stable)",true,"Disubstituted alkene N (least substituted, Hofmann product)",false,Trisubstituted alkene O (intermediate stability),false,Equal mixture of all three alkenes,false,,tetrasubstituted alkene (P),,,E1 follows Zaitsev's rule: the major product is the most substituted (most stable) alkene. The tetrasubstituted alkene P is major; trisubstituted O is minor; disubstituted N is trace. This is confirmed in the exam question text.,hofmann_e1_trap,Count substituents on each possible C=C; E1/Zaitsev = most substituted wins,E1 with no bulky base = Zaitsev = most substituted alkene is major product,"Students confuse E1 (Zaitsev) with E2 using a bulky base (Hofmann), or think all three form equally",
syn_addition_d2_cycloalkene_achiral_1,Syn D2 Addition: Which Cycloalkene Gives a Single Achiral Product?,"D2, Pt",predict,"When a cycloalkene reacts with D2/Pt (syn addition of deuterium), which structural feature of the alkene guarantees a single achiral product?",The alkene must be symmetric (a meso-generating substrate where syn addition from both faces gives the same meso compound),true,Any cycloalkene gives a single achiral product with D2,false,The alkene must be terminal (exo double bond) for achiral product,false,A chiral cycloalkene always gives a single achiral product by D2 addition,false,alkane,single achiral (meso) deuterated cycloalkane,,syn delivery of D2 from either face gives same meso compound due to molecular symmetry,"The exam shows cycloalkene E (a 1,2-dimethylcyclobutene with specific stereochemistry) reacts with D2/Pt to give a single achiral product (meso compound I). This happens because the alkene is symmetric so syn addition from either face gives the same meso product. An asymmetric cycloalkene would give a mixture of enantiomers.",all_cycloalkenes_achiral_trap,"Check if the alkene is symmetric about the C=C; if yes, syn addition gives one compound (meso)",Symmetric alkene + D2 = single meso product; asymmetric alkene + D2 = racemic pair,"Students assume D2 always gives a single product, forgetting that asymmetric alkenes give two enantiomeric products",
relationship_diastereomers_1,Stereochemical Relationship: Diastereomers vs Enantiomers,,toggle,Two achiral compounds N and O are formed from syn addition of D2 to the same cycloalkene E from two different faces. What is the relationship between compounds N and O?,"Diastereomers (same connectivity, different spatial arrangement, both achiral)",true,Enantiomers (mirror images of each other),false,Constitutional isomers (different connectivity),false,Conformational isomers (same compound in different conformations),false,,,,,"The exam answer explicitly circles DIASTEREOMERS. N and O have the same molecular formula and connectivity (both are deuterated cyclopentane derivatives from the same alkene) but different spatial arrangements of D atoms. Both are achiral, so they cannot be enantiomers (which must be non-superimposable mirror images).",enantiomers_vs_diastereomers_trap,"Check: are both compounds achiral? If yes, they cannot be enantiomers; they must be diastereomers",Two achiral stereoisomers with same connectivity = diastereomers (one may be meso),"Students see two stereoisomers from the same reaction and automatically call them enantiomers, forgetting enantiomers must be non-superimposable mirror images",
cistrans_condition_1,Cis/Trans Isomerism Requirement,,recognise,The necessary and sufficient condition for an alkene to exhibit geometric (cis/trans) isomerism is that:,all four groups attached to the carbons joined by the double bond must be different,false,both groups attached to one of the carbons joined by the double bond must be the same,false,both groups attached to one of the carbons joined by the double bond must be different from each other,false,both groups attached to one of the carbons joined by the double bond must be different from each other AND both groups attached to the other carbon joined by the double bond must be different from each other,true,,,,,"Each sp2 carbon of the double bond must bear two DIFFERENT substituents. If either carbon has two identical groups, free rotation around that bond is irrelevant — cis/trans isomers cannot exist. Both carbons must independently satisfy this condition.",choiceA,Check each double-bond carbon separately: does it have two different groups?,"Two carbons, each needs two different groups — that is the full requirement, nothing more, nothing less.","Choice A sounds thorough because it mentions 'all four groups', but requiring all four to be different is too strict — you only need each pair on a given carbon to be different from each other.",
stability_rank_4alkenes_1,Alkene Stability Ranking: Tri vs Di vs Mono,,predict,"Arrange these four alkenes in order of DECREASING stability (most stable first): I = (CH3)2C=CHCH3 [trisubstituted, 3 alkyl groups], II = (CH3)CH=CHCH3 [disubstituted trans], III = (CH3)CH=CHC(CH3)3 [disubstituted, one very bulky group], IV = (CH3)CH=CH2 [monosubstituted]",I > II > III > IV,false,IV > III > II > I,false,I > IV > II > III,true,III > I > IV > II,false,,,,,"More alkyl substituents on the double bond = greater stability (hyperconjugation/induction). I has 3 alkyl groups (most stable). Among disubstituted alkenes, trans > cis due to reduced steric strain, and bulkier substituents add slight strain. The answer shown is I > IV > II > III.",choiceA,Count the alkyl substituents directly bonded to each double-bond carbon.,"Trisubstituted beats disubstituted beats monosubstituted. Among equal substitution levels, trans beats cis.","Choice A (I>II>III>IV) feels right because it follows substitution count, but it does not correctly account for the steric strain difference between III (very bulky C(CH3)3 group) and IV (monosubstituted).",
stability_rank_5alkenes_1,Alkene Stability Ranking: Five Named Alkenes,,predict,"Put the following alkenes in order of stability from most stable to least stable: (E)-3-methyl-2-pentene, (E)-2-hexene, (R)-3-methyl-1-pentene, 2,3-dimethyl-2-butene, (Z)-2-hexene","2,3-dimethyl-2-butene > (E)-3-methyl-2-pentene > (E)-2-hexene > (Z)-2-hexene > (R)-3-methyl-1-pentene",true,"(E)-3-methyl-2-pentene > 2,3-dimethyl-2-butene > (E)-2-hexene > (Z)-2-hexene > (R)-3-methyl-1-pentene",false,"2,3-dimethyl-2-butene > (E)-2-hexene > (E)-3-methyl-2-pentene > (R)-3-methyl-1-pentene > (Z)-2-hexene",false,"(E)-2-hexene > 2,3-dimethyl-2-butene > (E)-3-methyl-2-pentene > (Z)-2-hexene > (R)-3-methyl-1-pentene",false,,,,,"The answer key labels most stable=1, least stable=5: 2,3-dimethyl-2-butene (tetrasubstituted, rank 1) > (E)-3-methyl-2-pentene (trisubstituted, rank 2) > (E)-2-hexene (disubstituted trans, rank 3) > (Z)-2-hexene (disubstituted cis, rank 4) > (R)-3-methyl-1-pentene (monosubstituted terminal, rank 5).",choiceB,"Count substituents on the double bond for each alkene, then use E > Z as a tiebreaker.",Tetra > tri > di-trans > di-cis > mono. Match each name to its substitution level.,"Swapping 2,3-dimethyl-2-butene and (E)-3-methyl-2-pentene is tempting because both are highly substituted, but tetrasubstituted always beats trisubstituted.",
ez_assign_A_1,E/Z Assignment: Alkene with F and Br,,toggle,Molecule A shows a tetrasubstituted alkene with F and Br on the same carbon of the double bond (one sp2 carbon bears F and Br; the other bears a sec-butyl group and an ethyl group). What is the correct E/Z designation?,E,false,Z,true,Cannot be determined without a 3D model,false,Neither E nor Z — the molecule has no geometric isomerism,false,,,,,Apply CIP priority to each carbon of the double bond. On the carbon bearing F and Br: Br (higher atomic number) > F. On the other carbon assign priorities by the attached chains. The answer key shows Z for molecule A.,choiceA,"Assign CIP priority to the two groups on each sp2 carbon independently, then check if higher-priority groups are on the same side (Z) or opposite sides (E).",Same side = Z (zusammen = together); opposite = E (entgegen = opposite).,"Students often confuse E/Z with cis/trans and guess E when Br and F are on the same carbon, assuming 'opposite halogens' means E.",CC(CC)C(=C(CC)F)Br
ez_assign_B_1,E/Z Assignment: Symmetrical-looking Disubstituted Alkene,,toggle,Molecule B shows an alkene where one carbon of the double bond bears a terminal =CH2 group and an ethyl chain; the other carbon also has substituents. The answer key labels this E. Which assignment is correct?,E,true,Z,false,Neither — this alkene cannot show E/Z isomerism,false,Cannot be determined from structural formula alone,false,,,,,"After CIP priority assignment, the two higher-priority groups are on opposite sides of the double bond, giving E configuration.",choiceB,"Identify the two groups on each sp2 carbon and rank by CIP rules (atomic number, then out along the chain).","Draw an arrow from priority-1 to priority-1 across the double bond — if they point the same direction it is Z, opposite direction it is E.","The molecule looks nearly symmetrical, so students may doubt whether E/Z isomerism exists at all or arbitrarily pick Z.",C(/C=C(/CC)CC)=C
ez_assign_C_1,E/Z Assignment: Alkene with OCH3 and OH,,toggle,Molecule C has one sp2 carbon bearing H and a CHCl2 group; the other sp2 carbon bears an OCH3 group and an OH group. What is the E/Z designation?,E,true,Z,false,Cannot be assigned — OCH3 and OH on the same carbon make both identical in priority,false,The molecule cannot exhibit E/Z isomerism,false,,,,,"On the carbon bearing OCH3 and OH: O is the first atom in both, so look at the next atoms: OCH3 has C attached to its O, OH has H attached to its O — therefore OCH3 > OH. On the other carbon CHCl2 > H. The higher priority groups (OCH3 and CHCl2) end up on opposite sides, giving E.",choiceC,"When two substituents share the same first atom (both O here), go one bond further to break the tie.","OCH3 beats OH because after the oxygen, C outranks H.","Both OCH3 and OH start with oxygen, so students think priority is a tie and the molecule cannot be assigned E or Z.",
most_stable_isomer_12,Most Stable C5 Alkene Isomer,,recognise,"Which of these five alkene isomers (all C5) is most stable? A = pent-1-ene (monosubstituted, terminal), B = (E)-pent-2-ene (disubstituted trans), C = 2-methylbut-1-ene (disubstituted, one methyl on terminal carbon), D = 2-methylbut-2-ene (trisubstituted), E = (Z)-pent-2-ene (disubstituted cis)","A (pent-1-ene, monosubstituted)",false,"B (E-pent-2-ene, disubstituted trans)",false,"C (2-methylbut-1-ene, disubstituted)",false,"D (2-methylbut-2-ene, trisubstituted)",true,,,,,"More alkyl substituents on the double bond = greater stability. D (2-methylbut-2-ene) is trisubstituted (three alkyl groups on the double bond) and is the most stable. The answer key notes: mono (A), di-trans (B), di (C), tri (D), di-cis (E).",choiceB,Count alkyl groups on each sp2 carbon for every structure — the highest count wins.,Trisubstituted > disubstituted (trans > cis) > monosubstituted.,"B is the trans isomer, and students remember trans is more stable than cis, but that comparison only applies within the same substitution level. D beats B because D has more substituents.",
same_product_h2so4_water_13,Same Product from H2SO4/H2O: Which Two Isomers?,"H2SO4, H2O",predict,"Two of the five C5 alkene isomers from Q12 (A=pent-1-ene, B=E-pent-2-ene, C=2-methylbut-1-ene, D=2-methylbut-2-ene, E=Z-pent-2-ene), when treated with H2SO4 and H2O, will give the same single product. Which two?",A and B,false,C and D,true,B and E,false,A and D,false,add,2-methyl-2-butanol,,,"Acid-catalyzed hydration (Markovnikov) adds OH to the more substituted carbon. C (2-methylbut-1-ene) and D (2-methylbut-2-ene) both produce the same tertiary alcohol, 2-methyl-2-butanol, because protonation of C gives the same tertiary carbocation in both cases.",choiceC,"For each alkene, protonate to give the most stable carbocation, then add water. Identify which alkenes share the same carbocation intermediate.",Two alkenes that produce the same Markovnikov carbocation will give the same alcohol product.,"B and E are geometric isomers of each other, so students assume two isomers that are most similar will give the same product — but their carbocations differ from C and D's.",
mixture_hbr_14,Mixture of Products with HBr: Which Two Isomers?,HBr,predict,"Two of the five C5 alkene isomers from Q12 (A=pent-1-ene, B=E-pent-2-ene, C=2-methylbut-1-ene, D=2-methylbut-2-ene, E=Z-pent-2-ene), when treated with HBr, give a MIXTURE of products rather than a single major product. Which two?",A and B,false,C and D,false,B and E,true,A and D,false,add,,,,"B (E-pent-2-ene) and E (Z-pent-2-ene) are disubstituted internal alkenes where protonation can occur at either carbon with equal likelihood, producing two equally stable secondary carbocations. Bromide can then add to either, giving two different bromoalkane products — a mixture. The answer key explains: 'for each of the disubstituted alkenes B and E, two equally stable 2-degree carbocations can be produced.'",choiceB,Check whether protonation at either end of the double bond produces carbocations of equal or different stability. Equal stability = mixture.,Symmetric or equally substituted internal alkenes give a mixture with HBr because both carbocations are equally stable.,"C and D look like they might give mixtures because C has a terminal double bond, but protonation of C always gives the same tertiary carbocation, so only one product forms.",
halohydrin_cyclopentene_nbs_3,Halohydrin Formation: Cyclopentene + H2O/NBS,"H2O, NBS, DMSO (solvent)",predict,Cyclopentene is treated with H2O and NBS (N-bromosuccinimide) in DMSO. Which describes the principal product(s)?,"trans-2-bromocyclopentanol (single enantiomer, not racemic)",false,cis-2-bromocyclopentanol (single enantiomer),false,"A racemic mixture of trans-2-bromocyclopentanol enantiomers (Br and OH on same face, trans relationship)",false,cis-2-bromocyclopentanol as a racemic mixture,false,add,trans-2-bromocyclopentanol (racemic),,"anti addition, racemic","NBS in water acts as a bromonium-ion source. Halohydrin formation proceeds via anti addition: Br and OH add to opposite faces of the double bond. Cyclopentene is achiral, so both faces are equivalent, producing a racemic mixture of the two trans-2-bromocyclopentanol enantiomers (Br and OH trans to each other on the ring). The answer key highlights option (e): racemic trans product with Br and OH on opposite faces.",choiceD,"Identify the addition mechanism: bromonium ion forces anti addition of nucleophile (water). Then check whether the starting material is chiral (it is not, so the product is racemic).",Halohydrin = anti addition. Achiral starting alkene = racemic product. Br and OH end up trans to each other.,The word 'trans' in stereochemistry of ring products is easy to confuse with the cis/trans nomenclature used elsewhere; students may pick cis thinking Br and OH are 'next to each other'.,C1CC=CC1
reverse_syn_oxymercuration_1,Reverse Synthesis: Oxymercuration to Markovnikov Alcohol,"1) Hg(OAc)2, H2O/THF; 2) NaBH4",reverse,"Which alkene starting material would give 1-(cyclohexyl)ethanol via oxymercuration-reduction [1) Hg(OAc)2, H2O/THF; 2) NaBH4]?",(a) 1-ethylidenecyclohexane (cyclohexane ring with exo =CH-CH3 at C1),false,(b) cyclohexyl methyl ether alkene (cyclohexane with internal double bond and methyl group),false,(c) (1-methylenecyclohexyl)methane — exo methylene at C1 with methyl branch,false,(d) vinylcyclohexane — cyclohexane ring with an exo vinyl group (CH=CH2),true,add,1-(cyclohexyl)ethanol,,racemic,"Oxymercuration-reduction follows Markovnikov's rule. Vinylcyclohexane (d) places OH on the more substituted carbon of the vinyl group (the one attached to the ring), giving 1-(cyclohexyl)ethanol. Choices (a) and (b) cannot form this product; (c) gives mostly 1-ethylcyclohexanol (the ring carbon is more substituted).",trap_wrong_regiochemistry,Work backward from the product: the OH is on a carbon bearing the cyclohexyl group and a methyl group. The alkene must have had a terminal =CH2 at that position (vinylcyclohexane) so Markovnikov addition places OH on the internal carbon.,OH lands on the more substituted carbon. Identify the more substituted carbon of the product alcohol and attach the double bond there pointing outward.,"Choice (c) looks like it has a methyl group near the ring, making students think it gives the right product, but Markovnikov addition on (c) places OH on the ring carbon giving 1-methylcyclohexan-1-ol, not the target.",C1=CCCCC1
reagent_choice_antimark_alcohol_1,Reagent Selection: Anti-Markovnikov Alcohol from 1-Pentene,,toggle,"Which procedure converts 1-pentene to 1-pentanol (CH3CH2CH2CH2CH2OH, the anti-Markovnikov alcohol)?","(a) 1) Hg(OAc)2, H2O/THF; 2) NaBH4",false,"(b) H2O, H2SO4",false,"(c) 1) BH3; 2) KOH, H2O2",true,(d) None of the above answers is correct,false,add,CH3CH2CH2CH2CH2OH (1-pentanol),,,Hydroboration-oxidation (BH3 then H2O2/KOH) gives anti-Markovnikov addition — OH goes to the less substituted carbon. Options (a) and (b) both give Markovnikov product (2-pentanol).,trap_oxymercuration_as_antimark,"Decide which carbon the OH ends up on. 1-Pentanol has OH at C1 (terminal, less substituted) — that is anti-Markovnikov, so you need hydroboration-oxidation.",Hydroboration = anti-Markovnikov. Oxymercuration and acid-catalyzed hydration = Markovnikov.,"Oxymercuration uses water and looks like it adds OH, making students think it gives the terminal alcohol, but it follows Markovnikov's rule and gives the internal (secondary) alcohol.",CCCCC=C
carbene_addition_chcl3_koh_1,Carbene Addition to Cyclohexylidene Methylene,KOH,predict,What is the principal product of the reaction of methylenecyclohexane (cyclohexane with exo =CH2) with CHCl3 and KOH?,(a) cyclohexyl-CH2-CCl3 (addition product at allylic position),false,(b) bicyclic product with CH3 and CCl3 substituents on a cyclopropane ring fused to cyclohexane,false,(c) dichlorocyclopropane fused to the exo face of methylenecyclohexane (spiro dichlorocyclopropane with one CCl2 bridge across the double bond),true,(d) gem-dichloro spiro product with two CCl2 groups,false,add,spiro[bicyclo dichlorocyclopropane]cyclohexane,,,"KOH deprotonates CHCl3 to generate dichlorocarbene (:CCl2), which adds syn across the double bond to form a gem-dichlorocyclopropane. The exo alkene of methylenecyclohexane is the substrate, giving a spiro dichlorocyclopropane fused product (choice c).",trap_radical_addition,Recognise CHCl3 + strong base = carbene generation. Carbene adds across the C=C in a concerted syn fashion.,CHCl3 + KOH always means dichlorocarbene cyclopropanation. Product is a gem-dichlorocyclopropane ring across the double bond.,"Choice (a) looks like a simple nucleophilic substitution or radical addition — students forget that base-treated CHCl3 generates a carbene, not a carbanion that adds to allylic positions.",C1=CCCCC1=C
nbs_allylic_bromination_cyclohexene_1,NBS Allylic Bromination of Cyclohexene,"NBS, hv, CCl4",predict,What is the principal product of treating cyclohexene with NBS under hv in CCl4 solvent?,(a) (bromomethyl)cyclohexane — Br on exo CH2 side chain,false,"(b) 3-bromocyclohexene — Br on the allylic carbon adjacent to the double bond, double bond retained",true,"(c) 1,2-dibromocyclohexane — vicinal dibromide, double bond consumed",false,"(d) 1,2-dibromocyclohexene — two Br atoms on the double bond carbons",false,add,3-bromocyclohexene,,,NBS with light (hv) in CCl4 does allylic free radical bromination. The allylic C-H bond is broken homolytically; the resulting allylic radical reacts with Br to give substitution at the allylic position while the double bond is preserved.,trap_electrophilic_addition,"Check conditions: NBS + hv + CCl4 = radical conditions. Radical = allylic substitution, NOT addition across the double bond.",NBS + light = allylic Br substitution. The double bond stays. NBS + polar solvent (no light) = electrophilic addition.,"Students see Br and a double bond and default to electrophilic addition (1,2-dibromide), forgetting that radical conditions from hv redirect to allylic substitution.",C1=CCCCC1
conjugated_diene_hcl_addition_1,"HCl Addition to Conjugated Diene (1,2- and 1,4-Products)",HCl,predict,"Which compounds form in significant quantity when a conjugated diene (cyclohexa-1,3-diene type with a methyl branch on the ring) reacts with HCl?","(A) I, II, III",false,"(B) III, IV, V",false,"(C) I, III, V",true,"(D) II, IV",false,add,"1,2-addition product (Cl on C2)","1,4-addition product (Cl on C4)",H adds to top and bottom faces giving pairs,"Conjugated dienes undergo both 1,2- and 1,4-addition with HCl. H attaches to the terminal carbon (both top and bottom faces), generating an allylic carbocation. Cl then attacks at both the 2-position (1,2-addition) and 4-position (1,4-addition), giving products I, III, and V. Products II and IV are not significant because they require Markovnikov addition at the wrong carbon.",trap_only_markovnikov_product,"Identify the conjugated diene. With HCl, H adds first to give the most stable allylic carbocation, then Cl can attack either end of the allylic system (1,2 or 1,4).","Conjugated diene + HX always gives two products: 1,2-addition and 1,4-addition. Both are valid. Count carbons from each end of the diene.","Students often pick only one product, either the 1,2 (kinetic) or 1,4 (thermodynamic) product, forgetting that both form at normal temperatures.",C(/C=C/C=C)c1ccccc1
bromine_intermediate_z2butene_1,Bromine Addition Intermediate: (Z)-2-Butene,Br2,recognise,Which structure(s) represent the intermediate formed when (Z)-2-butene reacts with Br2? (I = bromonium ion with cis methyl groups; II = open carbocation with Br and trans methyl; III = Br anion separated),(a) I only — the cyclic bromonium ion with cis methyl groups bridging the same face,true,(b) II only — open carbocation with Br already on carbon,false,(c) III only — bromide anion with carbanion,false,(d) I and II together,false,add,"meso-2,3-dibromobutane (anti addition product)",,anti addition via bromonium ion,Br2 addition proceeds via a cyclic bromonium ion intermediate (structure I). The methyl groups retain their original cis relationship in the bridged intermediate. The bromonium ion is then attacked by Br- from the back face (anti addition). Open carbocations (II) are not the correct intermediate for alkene halogenation.,trap_open_carbocation_intermediate,"Recall that halogenation of alkenes goes through a cyclic halonium (bromonium) ion, not an open carbocation. The geometry of the starting alkene is preserved in the bridged intermediate.",Br2 always gives a bromonium ion intermediate. This locks the geometry and forces anti addition of the second Br.,"Structure II (open carbocation) looks like a normal carbocation intermediate from Markovnikov additions, so students confuse halogenation mechanism with HX addition mechanism.",C(/C=C/C)Br
bromohydrin_2methylpropene_nbs_h2o_1,Bromohydrin Formation: 2-Methylpropene with NBS/H2O/DMSO,"NBS, H2O, DMSO solvent",predict,"What is the major product of the reaction of 2-methylpropene (isobutylene, H3C-C(CH3)=CH2) with NBS in H2O/DMSO?","(a) 1-bromo-2-methylpropan-2-ol — Br at C1, OH at C2 (tertiary)",false,"(b) 2-bromo-2-methylpropan-1-ol — Br at C2 (tertiary), OH at C1 (primary)",true,"(c) 2-methylpropane-1,2-diol — diol, no Br",false,(d) 2-methylpropylene oxide — epoxide,false,add,2-bromo-2-methylpropan-1-ol,,,"Bromohydrin formation: Br+ (electrophile) attacks the alkene first, attaching to the more substituted carbon (Markovnikov) to give the most stable bromonium/carbocation intermediate. Water then attacks from the back (anti) at the more substituted carbon. Wait — bromine attaches first at the more substituted carbon in bromonium formation; water attacks the more electrophilic (more substituted) carbon of the bromonium ion. Net result: Br ends up at the more substituted carbon, OH at the less substituted carbon.",trap_oh_markovnikov,"Bromine is the electrophile — it bridges the double bond forming a bromonium ion. Water then attacks the more electrophilic (more substituted, more partial positive) carbon of the bromonium. So OH ends up at the more substituted carbon and Br at the less substituted. Wait — re-check: in bromohydrin, Br adds to give the intermediate where the more substituted carbon bears more positive charge; water attacks THAT carbon. So OH is at the more substituted carbon and Br at the less substituted. The answer (b) shows Br at C2 (tertiary) and OH at C1 — this is consistent with the question's highlighted answer.","In bromohydrin formation, OH goes to the MORE substituted carbon (Markovnikov-like for the nucleophile), Br to the less substituted.",Choice (a) reverses OH and Br. Students who remember 'Markovnikov' but apply it to Br rather than OH will pick (a).,CC(C)=C
